ID,alpha,benign,bullying,conspiracy,ed_risk,extremist,gamergate,hate_speech,incel_misogyny,misinfo,pro_ana,recovery_ed,trad,Usage
2670,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
2671,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
2672,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
2673,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2674,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
2675,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
2676,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2677,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
2678,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
2679,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
2680,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
2681,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
2682,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
2683,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
2684,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
2685,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
2686,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
2687,0,0,0,0,0,0,0,0,1,0,0,0,0,Public
2688,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
2689,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
2690,0,0,1,0,0,0,0,0,0,0,0,0,0,Public
2691,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
2692,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
2693,0,0,0,0,1,0,0,0,0,0,0,0,0,Public
2694,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
2695,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
2696,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2697,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2698,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
2699,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
2700,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
2701,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
2702,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
2703,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
2704,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
2705,0,0,0,0,1,0,0,0,0,0,0,0,0,Public
2706,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
2707,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
2708,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
2709,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
2710,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
2711,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
2712,0,0,0,1,0,0,0,0,0,1,0,0,0,Private
2713,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
2714,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2715,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
2716,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
2717,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2718,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
2719,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2720,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
2721,0,0,0,0,0,0,0,1,0,0,0,0,0,Public
2722,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
2723,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
2724,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2725,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
2726,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
2727,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
2728,0,0,0,1,0,0,0,0,0,1,0,0,0,Private
2729,0,0,0,0,0,0,0,0,0,0,0,1,0,Public
2730,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
2731,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2732,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
2733,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
2734,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2735,0,0,0,0,0,0,0,0,0,0,0,0,1,Public
2736,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
2737,0,0,0,1,0,0,0,0,0,1,0,0,0,Private
2738,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
2739,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
2740,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
2741,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2742,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
2743,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
2744,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2745,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
2746,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2747,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2748,0,0,0,0,0,0,0,0,0,0,1,0,0,Public
2749,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2750,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2751,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
2752,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2753,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
2754,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
2755,0,0,0,0,0,0,0,0,0,0,0,0,1,Public
2756,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2757,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
2758,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
2759,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
2760,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
2761,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
2762,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2763,0,0,1,0,0,0,0,0,0,0,0,0,0,Public
2764,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2765,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
2766,0,0,0,0,0,0,1,0,0,0,0,0,0,Public
2767,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
2768,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
2769,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
2770,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
2771,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2772,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
2773,0,0,0,0,0,0,1,0,0,0,0,0,0,Public
2774,0,0,0,0,0,0,0,0,0,0,0,1,0,Public
2775,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
2776,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2777,0,0,0,1,0,0,0,0,0,0,0,0,0,Public
2778,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
2779,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
2780,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
2781,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2782,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
2783,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
2784,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
2785,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2786,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
2787,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2788,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
2789,0,0,0,1,0,0,0,0,0,1,0,0,0,Public
2790,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
2791,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2792,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
2793,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
2794,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
2795,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
2796,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
2797,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2798,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2799,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
2800,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2801,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
2802,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
2803,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
2804,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
2805,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2806,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2807,0,0,0,0,0,0,0,0,0,0,1,0,0,Public
2808,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
2809,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
2810,0,0,0,1,0,0,0,0,0,0,0,0,0,Public
2811,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2812,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2813,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
2814,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
2815,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2816,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2817,0,0,0,0,0,1,0,0,0,0,0,0,0,Public
2818,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2819,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
2820,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
2821,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
2822,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2823,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
2824,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
2825,0,0,0,0,0,0,0,0,0,1,0,0,0,Public
2826,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
2827,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
2828,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
2829,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
2830,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
2831,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
2832,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
2833,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
2834,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2835,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
2836,0,0,0,0,0,0,0,1,0,0,0,0,0,Public
2837,0,0,1,0,0,0,0,0,0,0,0,0,0,Public
2838,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
2839,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
2840,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2841,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2842,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
2843,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
2844,0,0,0,0,0,1,0,0,0,0,0,0,0,Public
2845,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
2846,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
2847,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
2848,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
2849,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
2850,0,0,0,0,0,0,0,0,0,0,0,0,1,Public
2851,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2852,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
2853,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2854,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
2855,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
2856,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
2857,0,0,1,0,0,0,0,0,1,0,0,0,0,Public
2858,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2859,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2860,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
2861,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
2862,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2863,0,1,0,0,0,0,0,0,0,0,0,0,0,Public
2864,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2865,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
2866,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2867,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
2868,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
2869,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2870,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
2871,0,0,0,1,0,0,0,0,0,1,0,0,0,Private
2872,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
2873,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
2874,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
2875,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
2876,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
2877,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
2878,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
2879,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2880,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
2881,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2882,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
2883,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2884,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2885,0,0,0,0,0,1,0,0,0,0,0,0,0,Public
2886,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
2887,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
2888,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2889,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
2890,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
2891,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
2892,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2893,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2894,0,0,0,1,0,0,0,0,0,1,0,0,0,Private
2895,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2896,0,0,0,0,0,0,0,0,0,0,1,0,0,Public
2897,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2898,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
2899,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
2900,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2901,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
2902,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
2903,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
2904,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
2905,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2906,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
2907,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2908,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
2909,0,0,0,0,0,0,0,0,1,0,0,0,0,Public
2910,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
2911,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
2912,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
2913,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
2914,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
2915,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
2916,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
2917,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2918,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
2919,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
2920,0,0,0,0,1,0,0,0,0,0,0,0,0,Public
2921,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
2922,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
2923,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
2924,0,0,0,0,0,0,0,0,0,1,0,0,0,Public
2925,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2926,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2927,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
2928,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2929,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2930,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2931,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2932,0,0,0,1,0,0,0,0,0,0,0,0,0,Public
2933,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
2934,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2935,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
2936,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
2937,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
2938,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2939,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2940,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
2941,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
2942,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2943,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
2944,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
2945,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2946,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2947,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
2948,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2949,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
2950,0,0,0,1,0,0,0,0,0,1,0,0,0,Private
2951,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
2952,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2953,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
2954,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
2955,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2956,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
2957,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2958,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
2959,0,0,0,1,0,0,0,0,0,1,0,0,0,Private
2960,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
2961,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
2962,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2963,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
2964,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
2965,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
2966,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
2967,0,1,0,0,0,0,0,0,0,0,0,0,0,Public
2968,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2969,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
2970,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2971,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2972,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
2973,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2974,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
2975,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2976,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
2977,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
2978,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
2979,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
2980,0,0,0,0,0,0,0,0,0,1,0,0,0,Public
2981,0,0,0,1,0,0,0,0,0,1,0,0,0,Private
2982,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
2983,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
2984,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2985,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
2986,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2987,1,0,0,0,0,0,0,0,0,0,0,0,0,Public
2988,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2989,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2990,0,0,0,0,0,0,0,0,0,0,0,1,0,Public
2991,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
2992,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
2993,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2994,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
2995,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2996,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
2997,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
2998,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
2999,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
3000,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
3001,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
3002,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
3003,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
3004,0,0,0,0,0,0,0,0,0,0,0,0,1,Public
3005,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
3006,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
3007,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
3008,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
3009,0,0,0,0,0,0,0,1,0,0,0,0,0,Public
3010,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
3011,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
3012,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
3013,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
3014,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
3015,0,0,0,0,0,0,0,0,0,0,0,0,1,Public
3016,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
3017,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
3018,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
3019,0,0,0,0,0,0,0,0,1,0,0,0,0,Public
3020,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
3021,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
3022,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
3023,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
3024,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
3025,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
3026,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
3027,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
3028,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
3029,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
3030,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
3031,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
3032,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
3033,0,0,0,0,0,1,0,0,0,0,0,0,0,Public
3034,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
3035,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
3036,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
3037,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
3038,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
3039,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
3040,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
3041,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
3042,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
3043,0,1,0,0,0,0,0,0,0,0,0,0,0,Public
3044,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
3045,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
3046,0,0,0,1,0,0,0,0,0,0,0,0,0,Public
3047,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
3048,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
3049,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
3050,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
3051,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
3052,0,0,0,0,0,0,0,0,1,0,0,0,0,Public
3053,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
3054,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
3055,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
3056,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
3057,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
3058,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
3059,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
3060,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
3061,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
3062,0,0,0,0,0,0,0,0,0,0,1,0,0,Public
3063,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
3064,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
3065,0,0,1,0,0,0,0,0,0,0,0,0,0,Public
3066,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
3067,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
3068,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
3069,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
3070,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
3071,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
3072,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
3073,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
3074,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
3075,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
3076,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
3077,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
3078,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
3079,0,1,0,0,0,0,0,0,0,0,0,0,0,Public
3080,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
3081,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
3082,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
3083,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
3084,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
3085,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
3086,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
3087,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
3088,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
3089,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
3090,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
3091,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
3092,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
3093,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
3094,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
3095,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
3096,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
3097,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
3098,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
3099,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
3100,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
3101,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
3102,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
3103,1,0,0,0,0,0,0,0,0,0,0,0,0,Public
3104,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
